created_at,entry_id,indoor_temp,indoor_humidity,outdoor_temp,outdoor_humidity,delta_temp,indoor_temp_smooth,indoor_humidity_smooth,THI,discomfort,too_cold,humidity_change,humidity_spike,temp_change,temp_spike
2025-12-10 16:04:00+00:00,11024,20.48,45.33,12.1,70.0,8.38,20.572666666666667,45.16633333333333,18.6819037,False,False,0.030000000000001137,False,-0.019999999999999574,False
2025-12-10 16:05:00+00:00,11025,20.47,45.31,12.1,70.0,8.37,20.567666666666664,45.17466666666667,18.67425385,False,False,-0.01999999999999602,False,-0.010000000000001563,False
2025-12-10 16:06:00+00:00,11026,20.48,45.32,12.1,70.0,8.38,20.562666666666665,45.181666666666665,18.6815748,False,False,0.00999999999999801,False,0.010000000000001563,False
2025-12-10 16:07:03+00:00,11027,20.49,45.35,12.1,70.0,8.389999999999999,20.557666666666663,45.18766666666667,18.68955575,False,False,0.030000000000001137,False,0.00999999999999801,False
2025-12-10 16:08:00+00:00,11028,20.48,45.38,12.1,70.0,8.38,20.55333333333333,45.19433333333333,18.6835482,False,False,0.030000000000001137,False,-0.00999999999999801,False
2025-12-10 16:09:00+00:00,11029,20.47,45.39,12.1,70.0,8.37,20.54833333333333,45.20166666666667,18.676880649999998,False,False,0.00999999999999801,False,-0.010000000000001563,False
2025-12-10 16:10:00+00:00,11030,20.47,45.31,12.1,70.0,8.37,20.543666666666663,45.20733333333333,18.67425385,False,False,-0.0799999999999983,False,0.0,False
2025-12-10 16:11:01+00:00,11031,20.45,45.34,12.1,70.0,8.35,20.53833333333333,45.21333333333334,18.6612515,False,False,0.030000000000001137,False,-0.019999999999999574,False
2025-12-10 16:12:00+00:00,11032,20.47,45.41,12.1,70.0,8.37,20.534,45.22166666666666,18.677537349999998,False,False,0.06999999999999318,False,0.019999999999999574,False
2025-12-10 16:13:01+00:00,11033,20.44,45.49,12.1,70.0,8.340000000000002,20.528666666666663,45.23166666666667,18.6591583,False,False,0.0800000000000054,False,-0.029999999999997584,False
2025-12-10 16:14:01+00:00,11034,20.44,45.53,12.1,70.0,8.340000000000002,20.523333333333333,45.24333333333333,18.6604651,False,False,0.03999999999999915,False,0.0,False
2025-12-10 16:15:01+00:00,11035,20.46,45.5,12.1,70.0,8.360000000000001,20.519,45.254,18.67349,False,False,-0.030000000000001137,False,0.019999999999999574,False
2025-12-10 16:16:01+00:00,11036,20.44,45.55,11.9,71.0,8.540000000000001,20.514333333333337,45.26833333333334,18.6611185,False,False,0.04999999999999716,False,-0.019999999999999574,False
2025-12-10 16:17:00+00:00,11037,20.43,45.46,11.9,71.0,8.53,20.509,45.28166666666666,18.6511779,False,False,-0.0899999999999963,False,-0.010000000000001563,False
2025-12-10 16:18:00+00:00,11038,20.43,45.49,11.9,71.0,8.53,20.50433333333333,45.294,18.65215635,False,False,0.030000000000001137,False,0.0,False
2025-12-10 16:19:01+00:00,11039,20.42,45.45,11.9,71.0,8.520000000000001,20.499,45.30433333333333,18.643852000000003,False,False,-0.03999999999999915,False,-0.00999999999999801,False
2025-12-10 16:20:01+00:00,11040,20.41,45.42,11.9,71.0,8.51,20.49333333333333,45.31466666666667,18.6358771,False,False,-0.030000000000001137,False,-0.010000000000001563,False
